Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Household Income,% over 25 completed hs,% below poverty level,Police Killings Yes/No
AL,Moores Mill CDP,70.9,22.6,1.1,1.5,2.4,63911,91,11.1,
AL,Mooresville town,94.3,5.7,0,0,0,99375,83.1,0,
AL,Morris town,97.7,1,0.1,0.3,1.1,70043,84.9,5.8,
AL,Morrison Crossroads CDP,92.7,2.3,0,0.5,5.5,21169,93.8,9.5,
AL,Mosses town,1.5,97.9,0,0,1.8,15240,60.4,55.8,
AL,Moulton city,78.2,13.1,4.1,0.4,1.6,28843,79.2,24.3,
AL,Moundville town,56.2,40.4,0.7,0.7,1.8,39719,77.3,18.7,
AL,Mountain Brook city,97.2,1,0.1,0.9,1,126534,99.5,3,
AL,Mount Olive CDP (Coosa County),74.9,23.2,0.5,0,0.5,(X),87.3,1.7,
AL,Mount Olive CDP (Jefferson County),97.7,1,0.2,0.3,0.5,73345,92.5,11,
AL,Mount Vernon town,23.4,73.6,1.7,0.1,0.7,40750,80.8,31.3,
AL,Movico CDP,2.6,96.7,0.3,0,0,(X),81.9,12.9,
AL,Mulga town,81,16.9,0.1,0,0.6,34886,72,30.5,
AL,Munford town,82.4,15.6,0.5,0,1,34034,87.3,18.8,
AL,Muscle Shoals city,80.6,15.3,0.3,0.9,2.7,48896,88.7,10.7,
AL,Myrtlewood town,85.4,13.8,0,0,3.1,35000,72.5,7,
AL,Nanafalia CDP,57.4,40.4,0,0,0,(X),94,29.7,
AL,Nances Creek CDP,98.8,0,0.5,0,0.7,51196,79.1,0,
AL,Napier Field town,79.7,16.1,1.7,1.7,2,32000,80.2,21.7,
AL,Natural Bridge town,100,0,0,0,0,(X),65.7,2.3,
AL,Nauvoo town,99.1,0,0,0.5,2.7,27000,67.2,26.2,
AL,Nectar town,95.7,2,0.6,0.6,4.6,35313,78.3,18.3,
AL,Needham town,98.9,0,1.1,0,0,56458,83.7,1.9,
AL,Newbern town,31.7,67.2,0,0,2.2,18750,74.6,35,
AL,New Brockton town,70.1,21,5.5,0.5,2.5,41066,79.8,20.9,
AL,New Hope city,93.7,0.2,2.5,0.3,1.4,44224,84.3,14.8,
AL,New Market CDP,88.5,6.7,1.4,0.2,4.4,59653,86.9,0,
AL,New Site town,85.8,12.5,0.4,0,0.8,42143,82.1,9.6,
AL,Newton town,83.6,13,0.7,0.5,1.5,41198,82.3,17.7,
AL,New Union CDP,95,0.2,0.3,0,4.2,36429,84,27.9,
AL,Newville town,53.4,40.1,0,0,8.3,31172,73,21,
AL,North Courtland town,2.4,96.7,0,0,0,24097,71.3,22.4,
AL,North Johns town,49.7,46.2,4.1,0,0,39750,75.6,11.7,
AL,Northport city,68.4,26.9,0.3,1.1,4.1,53650,90.2,13.7,
AL,Notasulga town,65,33.3,0.1,0.1,0.8,37273,80.7,29.5,
AL,Oak Grove town,91.3,7,0,0.8,1.1,40972,73,13.1,
AL,Oak Hill town,30.8,69.2,0,0,0,(X),27.3,72.7,
AL,Oakman town,80.9,18.4,0.1,0,0.1,40469,72.2,21.4,
AL,Odenville town,94.2,2.3,0.3,0.7,2.1,51518,76.4,16.2,
AL,Ohatchee town,94.1,3.2,0.6,0,0.6,51688,82,14.8,
AL,Oneonta city,84.1,6,0.5,0.5,15.9,36852,73.9,12.8,
AL,Onycha town,95.7,0,0,0,0,22917,60.5,23.4,
AL,Opelika city,50.6,43.5,0.3,1.7,4.4,40489,83.7,23,
AL,Opp city,80.9,16.7,0.6,0.3,0.9,34695,77.4,25.9,
AL,Orange Beach city,94.3,0.6,0.7,0.8,2.6,57535,92.6,10.5,
AL,Orrville town,37.7,62.3,0,0,0,16250,71.4,37.3,
AL,Our Town CDP,85.5,12.8,1.4,0,0.5,38125,78.6,0,
AL,Owens Cross Roads town,91.5,3.6,1,0.3,2.2,51750,86.7,9.5,
AL,Oxford city,80.5,12.6,0.4,1.1,6.6,51375,83.5,11.7,
AL,Ozark city,64.8,30.2,0.7,0.9,3.2,37813,82.5,23.1,
AL,Paint Rock town,92.4,1,1.9,0,0,23036,77.5,35.6,
AL,Panola CDP,2.1,97.9,0,0,0,(X),38.1,40.6,
AL,Parrish town,70.6,26,0.5,0.5,0.5,29335,75.3,15.8,
AL,Pelham city,81.2,7.5,0.3,2.4,14.9,67907,92.2,4.6,
AL,Pell City city,80.8,15.6,0.3,0.8,2.3,41944,86.5,20.8,
AL,Pennington town,50.2,49.8,0,0,0,(X),69.9,34.9,
AL,Penton CDP,69.7,24.9,0,0,4.5,30417,51.2,30.9,
AL,Perdido Beach town,96.2,0.2,0.2,0.2,2.1,47222,86.3,17.7,
AL,Peterman CDP,86.5,9,1.1,0,0,28009,97.2,14.2,
AL,Petrey town,91.4,8.6,0,0,0,38750,86.5,0,
AL,Phenix City city,48.7,46.6,0.3,0.7,4,36698,84.8,21,
AL,Phil Campbell town,95.2,0.2,0.4,0,4,25852,78.5,34.4,
AL,Pickensville town,36.2,63.5,0.3,0,0,31607,70,22.4,
AL,Piedmont city,87,10,0.5,0.1,1.3,28884,76.8,25.6,
AL,Pike Road town,68.5,28.7,0.1,1.4,1.3,97500,95.8,2.3,
AL,Pinckard town,83.8,12.7,0.6,0.5,1.7,31042,88.6,13,
AL,Pine Apple town,73.5,24.2,0.8,0.8,0,46250,81.5,21,
AL,Pine Hill town,45.8,53.2,0.4,0.1,0.7,30682,89.1,48.5,
AL,Pine Level CDP,92,4.6,0.2,0.5,1.7,56125,90.5,9.6,
AL,Pine Ridge town,87.2,1.8,0,0,20.9,24286,54.6,44.7,
AL,Pinson city,79,17,0.2,0.4,3.7,59909,93.2,5.8,
AL,Pisgah town,96.4,0.1,1.5,0.3,0.4,26635,78.7,31.9,
AL,Pleasant Grove city,53.7,44.8,0.3,0.2,0.6,63302,91.1,6.4,
AL,Pleasant Groves town,95.2,0,2.6,0,0.5,46875,85,8.2,
AL,Point Clear CDP,58.8,39.6,0,0.6,0.9,47200,89.1,12.1,
AL,Pollard town,59.1,27.7,0.7,0,21.2,31607,82.3,24.2,
AL,Powell town,92.3,2.3,1.2,0,4.3,30903,61.2,31.5,
AL,Prattville city,78.5,16.7,0.4,1.4,3.1,55297,89.9,11.5,
AL,Priceville town,93.7,1.9,0.7,1,2.2,84375,91,5.8,
AL,Prichard city,12.5,85.8,0.4,0.1,0.8,23785,78.5,36.3,
AL,Providence town,81.2,13,0,0,3.1,40208,90.5,10.8,
AL,Putnam CDP,23.3,72.5,2.6,0,0,(X),72.8,30,
AL,Ragland town,82.8,15.4,0.1,0.1,0.3,38571,73.9,17,
AL,Rainbow City city,87.4,7.2,0.4,2.6,2.4,49338,92.5,17.7,
AL,Rainsville city,95.1,0.2,0.9,0.2,3.8,39691,82.3,16.7,
AL,Ranburne town,99,0,0.2,0,0.2,50909,86.5,5.8,
AL,Ray CDP,65.9,16.3,0.2,1.1,17.4,45909,82.9,5.8,
AL,Red Bay city,92.5,1.2,0.3,0.1,5.1,29076,77.1,29.9,
AL,Redland CDP,82.6,12.9,0.3,1.7,2.3,75139,91.8,5.9,
AL,Red Level town,90.8,9,0,0,0.8,38571,79.2,17.6,
AL,Redstone Arsenal CDP,69.1,20.8,1.2,1.7,10.7,60893,94,9.8,
AL,Reece City town,93.4,2,1.1,0.9,0.8,43261,85.6,13.7,
AL,Reeltown CDP,82.4,15.1,0.1,0.1,2.7,74688,78.5,0,
AL,Reform town,50.6,48.2,0.1,0,0.9,20136,79.4,39.9,
AL,Rehobeth town,95.9,1.5,0.8,0.2,2.5,47108,84.9,9.5,
AL,Repton town,53.9,43.6,0,0,0.4,23125,58,34.6,
AL,Ridgeville town,32.1,58.9,0,1.8,6.3,20625,69.6,35.9,
AL,River Falls town,60.8,35,0.8,0,1.5,28977,64.6,20.5,
AL,Riverside town,87.5,10.6,0.2,0.7,1.1,61417,87,4.8,
AL,Riverview town,99.5,0,0,0,1.6,37222,75.5,15.9,
AL,Roanoke city,57.6,40.5,0.2,0.6,1.2,34956,77.2,20.3,
AL,Robertsdale city,85.3,5.4,0.8,0.5,9.2,47364,79.9,10.6,
AL,Rock Creek CDP,97.5,0.8,0.7,0.1,0,52227,85.2,8.1,
AL,Rockford town,62.5,37.5,0,0,1.3,22778,68.4,38.1,
AL,Rock Mills CDP,97.3,1.5,0,0,1.8,(X),70.4,36.7,
AL,Rockville CDP,97.7,2.3,0,0,2.3,-,64.7,0,
AL,Rogersville town,91.2,6.1,1,0.6,1.7,36346,81.9,28.7,
AL,Rosa town,95.6,0.3,0,0,4.4,44808,81.3,11.4,
AL,Russellville city,68.5,9.2,0.8,0.3,26,29859,68.9,34.4,
AL,Rutledge town,73.7,22.9,0,1.1,2.1,39688,69.8,13.5,
AL,St. Florian town,97.1,2.4,0,0,0.2,62500,91.7,5,
AL,St. Stephens CDP,63,36,0,0.4,0.6,42500,88.2,25.9,
AL,Saks CDP,75.7,19.4,0.4,0.8,3.4,42070,78.6,17.9,
AL,Samson city,73.3,17.9,1.1,0.4,8.3,22556,65.7,39.6,
AL,Sand Rock town,97.5,0,0.7,0,2.9,44375,80.8,5.9,
AL,Sanford town,97.1,0.4,0.4,0,1.2,33333,73.1,17.5,
AL,Saraland city,83.7,12,0.8,0.6,2.5,52621,85.4,11.2,
AL,Sardis City town,98.2,0.4,0.1,0.4,0.7,51681,88.7,12.5,
AL,Satsuma city,88.7,7.9,1.2,0.6,1.1,59311,91.8,10.3,
AL,Scottsboro city,89.8,4.6,0.8,0.8,3.5,38007,81.8,16,
AL,Section town,95.5,0,1.6,0.6,0.9,30278,76.6,25.9,
AL,Selma city,18,80.3,0.2,0.6,0.6,22414,77.8,41.9,
AL,Selmont-West Selmont CDP,4.5,93.9,0.1,0,1.5,23015,78.1,45.5,
AL,Sheffield city,69.7,26.8,0.3,0.3,2.3,34205,79.5,25,
AL,Shelby CDP,90.4,6.9,0.2,0.2,2.3,45139,78.9,36.8,
AL,Shiloh town,95.3,1.5,2.9,0,0.7,36250,75.6,13.7,
AL,Shoal Creek CDP,92.4,4.8,0.1,2.2,1.4,114018,99.6,2.6,
AL,Shorter town,18.8,79.5,0,0.6,1.1,38409,68.4,12.9,
AL,Silas town,71,29,0,0,0,27875,66,49,
AL,Silverhill town,94.3,1.7,0.1,0.3,5.7,40921,89.3,7.5,
AL,Sims Chapel CDP,71.2,0,24.8,0.7,2,86071,100,8.6,
AL,Sipsey town,64.1,33.2,0,0.5,0.9,27393,83.2,15.2,
AL,Skyline town,95.3,0,2.1,0,2.1,38810,75.4,19.4,
AL,Slocomb city,72.2,22.6,0.8,0.1,4.7,35512,75.5,17.7,
AL,Smiths Station city,80.3,15.9,0.7,0.5,2.8,46354,80.3,13.5,
AL,Smoke Rise CDP,98,0.5,0.5,0.1,0.7,86310,92.7,5,
AL,Snead town,96.8,0.1,0.5,0.1,1.8,35000,80.3,11,
AL,Somerville town,94.1,3.3,1.1,0,0.1,40417,78.4,18.7,
AL,Southside city,96.5,1.5,0.2,0.7,1.3,65946,90.3,4.7,
AL,South Vinemont town,83.2,0.1,1.2,2,23.6,26141,79.1,32.8,
AL,Spanish Fort city,91,4.8,0.6,1.4,2.4,72747,95.8,7.8,
AL,Spring Garden CDP,96.2,2.1,0,0,0,(X),100,20.7,
AL,Springville city,93.6,4.7,0.3,0.4,0.7,73906,91.1,9.3,
AL,Spruce Pine CDP,97.3,0,0,0,5.9,-,76.6,0,
AL,Standing Rock CDP,98.2,0.6,0,0,1.2,49583,61.4,0,
AL,Steele town,94.6,0.4,0.4,0,5.1,31063,78.7,17.5,
AL,Sterrett CDP,94.7,3.9,0,0,0.7,31410,64.1,8.5,
AL,Stevenson city,73.8,17.4,1.1,0.4,3.9,38053,81.6,24.5,
AL,Stewartville CDP,95,3.5,0.7,0,0.4,43333,73.7,17.5,
AL,Sulligent city,78.3,19.3,0.1,0,0.8,30050,74,26.4,
AL,Sumiton city,93.2,4,0.4,0.2,0.8,42321,85.1,17.6,
AL,Summerdale town,86.4,5.8,1.4,0.1,5.1,39803,85.3,11.2,
AL,Susan Moore town,89.5,0,0.5,0.4,9.6,40417,75,20.6,
AL,Sweet Water town,91.1,7.8,0,0,1.2,79375,92.5,1.6,
AL,Sylacauga city,66.6,30.2,0.4,0.5,2.3,33407,82.5,29.8,
AL,Sylvania town,86.7,0.2,0.8,0.2,11.2,46964,83.6,17.9,
AL,Sylvan Springs town,97.3,1.4,0.5,0,0.5,56630,86.9,5.3,
AL,Talladega city,47.7,48.7,0.3,0.5,3.4,29482,73.9,27.2,
AL,Talladega Springs town,89.8,7.8,0,0,0,50833,80.1,12.5,
AL,Tallassee city,72.4,23.4,0.4,0.6,3,38275,88.9,17.1,
AL,Tarrant city,39,52.3,0.8,0.3,9,25653,78.6,31.8,
AL,Taylor town,87.5,7.2,0.8,0.1,5.2,43116,83.6,19.6,
AL,Theodore CDP,79.7,13.3,1.1,2.4,3.2,44284,85.4,12.2,
AL,Thomaston town,44.1,53.2,1.4,0.5,0.2,48523,89.3,18.3,
AL,Thomasville city,46.8,51.3,0.2,0.7,1.3,36146,82.4,13.3,
AL,Thorsby town,89.7,5.7,0.1,0.6,5.7,45478,80.7,19.2,
AL,Tibbie CDP,87.8,0,7.3,0,4.9,-,100,70.8,
AL,Tidmore Bend CDP,93.4,4.2,0.7,0.2,1,48466,80.6,12.1,
AL,Tillmans Corner CDP,82.2,11.4,0.6,2.1,3.8,48290,82.1,17.7,
AL,Town Creek town,52.4,36,2.1,0.1,6.5,28382,83.2,29.6,
AL,Toxey town,68.6,31.4,0,0,1.5,23542,85.6,33.5,
AL,Trafford town,92.7,6.2,0.2,0,0.9,28889,80.8,29.1,
AL,Triana town,21.4,74.4,0.4,0,3.8,41875,81.4,27.1,
AL,Trinity town,88.6,6.7,1.1,0.2,3.3,73625,93.7,10,
AL,Troy city,55,39,0.4,3.4,2,31707,83.7,31.1,
AL,Trussville city,90.3,6.6,0.2,1.6,1.3,82108,96.3,4.7,
AL,Tuscaloosa city,53.8,41.5,0.2,1.8,3,39351,87.3,25.1,
AL,Tuscumbia city,75.9,21.2,0.4,0.3,1.4,41176,86.2,15.3,
AL,Tuskegee city,1.9,95.8,0.1,0.5,1.3,26896,83.6,27.6,
AL,Twin town,98,0,0,0,2.8,41705,77.6,16.5,
AL,Underwood-Petersville CDP,91.3,6.2,0.2,0.6,1,39874,77.1,12.9,
AL,Union town,3.4,95.4,0.8,0,0.4,26875,76.2,22.7,
AL,Union Grove town,93.5,0,0,0,6.5,40313,91.7,6.2,
AL,Union Springs city,12.9,71.8,0.2,0.4,17,30032,57.1,26.8,
AL,Uniontown town,9.1,90.6,0,0,0.5,14967,66.1,48.4,
AL,Uriah CDP,70.1,20.7,4.1,0.3,2,23421,83.8,14.7,
AL,Valley city,64,33,0.1,1.2,1.7,39531,84.9,18.5,
AL,Valley Grande city,75.2,23,0.4,0.4,0.5,55134,85.9,12.3,
AL,Valley Head town,91.9,1.8,0.9,0.2,3,30391,75.7,23.2,
AL,Vance town,88.8,7.2,0.4,0.6,5.6,64432,88,9,
AL,Vandiver CDP,97.9,0.7,0.2,0.1,1.4,47171,75.9,12.3,
AL,Vernon city,79.4,18.1,0.3,0,1.7,30292,81,31.1,
AL,Vestavia Hills city,90.4,3.8,0.2,3.8,2.5,84854,97.3,4.3,
AL,Vina town,94.7,1.1,0.3,0.6,2.2,22500,57.3,23.9,
AL,Vincent town,78.7,19.8,0.4,0.1,0.7,42692,77.5,10.9,
AL,Vinegar Bend CDP,15.1,79.2,2.6,0.5,0,77083,64.5,0,
AL,Vredenburgh town,6.7,92.9,0.3,0,1.3,(X),73.5,39,
AL,Wadley town,57.9,36.2,0.1,0,4.4,25294,73.9,34.7,
AL,Waldo town,63.3,36,0,0,0,32188,75.8,22,
AL,Walnut Grove town,96.6,0,0.6,0.1,1.6,38846,68.4,10.3,
AL,Warrior city,83.1,14.2,0.2,0.4,0.8,45396,86.9,18.8,
AL,Waterloo town,99,0.5,0.5,0,0,39167,73.6,18.2,
AL,Waverly town,87.6,11.7,0,0,2.8,55417,74.1,10.9,
AL,Weaver city,81.4,13.6,0.7,1.1,3,44851,83.9,5.7,
AL,Webb town,74.8,18.7,0.7,0.3,6.2,35375,78,18.7,
AL,Wedowee town,68.4,30.9,0.4,0.1,1.3,26574,70.1,26.7,
AL,Weogufka CDP,99.3,0,0,0.4,1.1,19792,56.3,43.2,
AL,West Blocton town,85.6,13.2,0.4,0.1,0.1,36250,79.9,31.6,
AL,West End-Cobb Town CDP,76.1,20.9,0.5,0.2,1.6,35233,68.1,19.6,
AL,West Jefferson town,96.7,1.2,0,0,0.3,45938,88.3,10.2,
AL,Westover town,93.6,2.5,0.9,0.5,2.3,58906,85.2,13.4,
AL,West Point town,95.6,0,0.7,0.5,6,50329,86.9,14.2,
AL,Wetumpka city,67.9,26.1,0.6,1.1,3.8,46190,85,10.7,
AL,Whatley CDP,72,26.7,0,0.7,2,-,-,-,
AL,White Hall town,2.4,95.6,0.2,0,0.9,18462,66.6,42.7,
AL,White Plains CDP,96.7,1.7,0.4,0.2,1.4,55781,95.7,5,
AL,Whitesboro CDP,96.7,0.7,0.7,0.3,1.1,36736,84.4,25.2,
AL,Wilsonville town,89.6,7.2,0.4,0.1,2.6,43456,88,20.3,
AL,Wilton town,71.5,22.7,0,0.1,4.7,39750,84.6,12,
AL,Winfield city,92.9,4.5,0.3,0.3,2,40654,86.8,13.3,
AL,Woodland town,92.9,2.2,0,0,3.8,34205,86.4,26.6,
AL,Woodstock town,94.3,3.4,0.1,0.1,2.1,54519,89.5,13.5,
AL,Woodville town,94,0.5,2,0.3,2.3,34444,77.7,25.9,
AL,Yellow Bluff town,0.5,99.5,0,0,0,16786,62,44.1,
AL,York city,13.6,85.6,0.2,0,1,17399,77.1,46.8,
AK,Adak city,19.6,4,5.5,52.5,8.9,78500,93.4,39.3,
AK,Akhiok city,8.5,1.4,50.7,1.4,11.3,26250,62.5,40.5,
AK,Akiachak CDP,3.5,0.2,95.1,0.2,0.2,38750,76.7,26.1,
AK,Akiak city,5.2,0,92.8,0,0.3,42000,81.3,31.3,
AK,Akutan city,23.3,17.9,5.5,43.3,20.8,24750,73,16.1,
AK,Alakanuk city,2.1,0,95,0.4,0,32917,65.4,44.6,
AK,Alatna CDP,2.7,0,97.3,0,0,-,100,0,
AK,Alcan Border CDP,90.9,0,0,0,9.1,-,100,0,
AK,Aleknagik city,15.1,0,75.8,0,0,41875,84,11.6,
AK,Aleneva CDP,100,0,0,0,0,-,0,0,
AK,Allakaket city,1,0,95.2,0,0,26500,72.9,9.1,
AK,Ambler city,11.2,0.4,84.5,0,0,42344,78.7,21.4,
AK,Anaktuvuk Pass city,7.1,0.3,83.3,0,2.2,66250,80.9,26.3,
AK,Anchorage municipality,66,5.6,7.9,8.1,7.6,78326,93,8.2,
AK,Anchor Point CDP,90.2,0.3,3.8,0.9,2.2,51591,93.8,10.1,
AK,Anderson city,87.8,1.6,2.8,0.8,3.7,87708,98.6,0,
AK,Angoon city,10.5,0.9,75.8,0,7.8,32750,86.7,17.8,
AK,Aniak city,20.4,0.2,69.5,0,1.2,60500,83.8,19,
AK,Anvik city,3.5,0,92.9,0,0,26563,94.2,16.3,
AK,Arctic Village CDP,4.6,0,88.8,0,0,26250,75,36.6,
AK,Atka city,4.9,0,95.1,0,0,50625,89.5,1.5,
AK,Atmautluak CDP,1.4,0.7,97.8,0,0,50625,70.2,25.6,
AK,Atqasuk city,6.9,0,92.3,0,0,52500,75.9,23.3,
AK,Attu Station CDP,90.5,0,4.8,0,19,-,100,-,
AK,Badger CDP,83.8,2.7,4.9,1.7,4.5,75917,96.2,4.5,
AK,Barrow city,16.9,1,61.2,9.1,3.1,76902,84.6,11.7,
AK,Bear Creek CDP,80.9,0.6,10.7,1.6,1.8,81458,92.5,12.7,
AK,Beaver CDP,1.2,0,97.6,0,4.8,24000,69.8,30,
AK,Beluga CDP,90,0,10,0,0,(X),66.7,33.3,
AK,Bethel city,23.3,0.9,65,2.5,2.2,76135,85.8,11.4,
AK,Bettles city,75,8.3,0,0,0,50000,100,0,
AK,Big Delta CDP,92.6,0.2,2.4,0.3,1.5,65417,97.6,13,
AK,Big Lake CDP,86.1,0.2,7,0.5,3.1,70988,90.4,9.6,
AK,Birch Creek CDP,0,0,100,0,0,-,0,100,
AK,Brevig Mission city,4.6,0.5,91.5,0,0.5,32344,78,57.6,
AK,Buckland city,2.6,0,95.4,0,0,60357,86.2,24.4,
AK,Buffalo Soapstone CDP,84.1,1.6,3.3,0.5,3.2,68333,90.4,4.6,
AK,Butte CDP,90.4,0.3,4.3,0.6,3.1,81875,94.3,9.6,
AK,Cantwell CDP,77.2,0.5,15.5,0,1.4,56000,95,9.1,
AK,Central CDP,92.7,0,4.2,0,1,(X),82.2,5.2,
AK,Chalkyitsik CDP,14.5,0,85.5,0,0,29375,88.7,36.6,
AK,Chase CDP,100,0,0,0,0,-,65.2,0,
AK,Chefornak city,3.3,0.2,95.7,0,0,55625,74.3,18.4,
AK,Chena Ridge CDP,83.8,1.3,6.2,1.8,3.2,93532,96.5,4.9,
AK,Chenega CDP,39.5,0,52.6,0,2.6,(X),100,34.8,
AK,Chevak city,2.3,0,94.9,0.3,0.1,41136,82.8,32.8,
AK,Chickaloon CDP,86.4,0,6.3,0.7,1.5,40893,91.7,13.5,
AK,Chicken CDP,100,0,0,0,14.3,-,-,-,
AK,Chignik city,34.1,0,57.1,3.3,1.1,96250,100,0,
AK,Chignik Lagoon CDP,20.5,0,62.8,1.3,3.8,93438,84,0,
AK,Chignik Lake CDP,2.7,0,94.5,0,0,45000,68.2,8.6,
AK,Chiniak CDP,91.5,0,4.3,0,0,-,100,0,
AK,Chisana CDP,(X),(X),(X),(X),(X),-,-,-,
AK,Chistochina CDP,36.6,0,53.8,0,0,(X),80,20.3,
AK,Chitina CDP,64.3,0,19.8,0,2.4,(X),82.6,15,
AK,Chuathbaluk city,3.4,1.7,88.1,0,2.5,43750,92,50.5,
AK,Circle CDP,9.6,0,84.6,0,1.9,17125,54.3,63.6,
AK,Clam Gulch CDP,85.2,0,5.7,0,0.6,(X),84.3,13.2,
AK,Clark's Point city,11.3,0,88.7,0,0,25833,74.2,55.4,
AK,Coffman Cove city,94.3,0,4,0,1.1,41786,91.9,6,
AK,Cohoe CDP,89.5,0.4,4.5,0.4,2.2,57228,95,16,
AK,Cold Bay city,74.1,1.9,12,1.9,4.6,86250,97.5,0,
AK,Coldfoot CDP,90,0,10,0,0,-,70,30,
AK,College CDP,73.1,3.2,9.5,4.6,5.3,73812,94.9,8.2,
AK,Cooper Landing CDP,95.5,0,1.4,0.7,0,64301,95.3,4.2,
AK,Copper Center CDP,45.7,0,48.5,0.3,3,39063,84.8,18.8,
AK,Cordova city,70.3,0.4,8.8,10.9,4.2,19139,79.8,32.8,
AK,Covenant Life CDP,91.9,0,5.8,1.2,0,31875,100,0,
AK,Craig city,65,0.3,20,0.7,3.2,63229,89.3,13.9,
AK,Crooked Creek CDP,7.6,0,83.8,0,0,31250,80.8,39.8,
AK,Crown Point CDP,83.8,4.1,4.1,4.1,5.4,56688,100,0,
AK,Deering city,9,0,86.9,0,0,50000,88,14,
AK,Delta Junction city,88.1,1.8,3.2,1.1,4.7,72500,95.4,10.6,
AK,Deltana CDP,92.1,0.9,2.5,0.9,2.4,74457,93.8,14.9,
AK,Diamond Ridge CDP,91.7,0.2,3.1,1.3,2.1,69375,97,9.2,
AK,Dillingham city,30.7,0.4,55.9,1.3,2.9,66875,93.6,12.3,
AK,Diomede city,4.3,0,92.2,0,0,16250,63.6,65.1,
AK,Dot Lake CDP,69.2,0,23.1,0,0,-,-,-,
AK,Dot Lake Village CDP,8.1,0,82.3,0,0,20625,64.9,25.9,
AK,Dry Creek CDP,100,0,0,0,4.3,(X),100,15.5,
AK,Eagle city,90.7,0,8.1,0,0,33125,90.7,25.8,
AK,Eagle Village CDP,55.2,1.5,38.8,1.5,0,(X),82.4,17.6,
AK,Edna Bay CDP,97.6,2.4,0,0,0,#N/A,#N/A,#N/A,
AK,Eek city,2.4,0,97.6,0,1,39063,68.7,21.2,
AK,Egegik city,47.7,0,39.4,0,1.8,38125,91.1,17.6,
AK,Eielson AFB CDP,80.3,7.8,0.9,2.6,7.9,53388,96.6,6.8,
AK,Ekwok city,5.2,0,90.4,0,2.6,31875,63.4,28.6,
AK,Elfin Cove CDP,70,0,5,0,0,106667,100,0,
AK,Elim city,7.3,0,89.7,0.3,0.3,37188,86.9,29.3,
AK,Emmonak city,3.1,0,96.3,0.1,0.1,44773,83.9,25.8,
AK,Ester CDP,84.6,2.1,6.7,1.2,3.3,68163,95,9.1,
AK,Eureka Roadhouse CDP,75.9,0,6.9,3.4,6.9,-,-,-,
AK,Evansville CDP,46.7,0,53.3,0,0,23750,78.6,0,
AK,Excursion Inlet CDP,75,0,0,0,8.3,-,86.7,12.5,
AK,Fairbanks city,66.1,9,10,3.6,9,55229,91.2,13.1,
AK,False Pass city,20,0,77.1,2.9,0,55625,100,5.4,
AK,Farmers Loop CDP,84,0.8,6.3,1.8,2.9,100703,98.9,5.8,
AK,Farm Loop CDP,88.8,0.8,4.2,0.9,1.9,82250,92.4,4.1,
AK,Ferry CDP,97,0,0,0,0,-,100,100,
AK,Fishhook CDP,87.5,0.6,3.6,1.2,2.8,86917,94.5,4.8,
AK,Flat CDP,(X),(X),(X),(X),(X),-,-,-,
AK,Fort Greely CDP,78.3,4.3,1.9,1.5,13.2,(X),100,0,
AK,Fort Yukon city,7.7,0.5,89.2,0.2,0.3,39583,77.1,18.5,
AK,Four Mile Road CDP,53.5,0,30.2,2.3,0,-,50,0,
AK,Fox CDP,82,0.5,7.4,0.7,5.3,76563,100,0,
AK,Fox River CDP,98.8,0,0,1.2,0,57083,37.9,17.1,
AK,Fritz Creek CDP,89.9,0.5,2.9,0.8,2.6,61875,92.7,11.7,
AK,Funny River CDP,91,0.1,4.6,0.2,1.1,59314,94.3,11.9,
AK,Gakona CDP,79.4,0,19.7,0,0.9,80625,92.9,8.8,
AK,Galena city,29.4,0,63.6,0.6,2.3,63333,86.4,7.9,
AK,Gambell city,3.8,0,95.6,0.1,0.4,29417,72.4,41.3,
AK,Game Creek CDP,100,0,0,0,0,-,100,0,
AK,Gateway CDP,85.3,1,4.2,1.8,3.7,92739,96.1,7.8,
AK,Glacier View CDP,94,0,0.9,0.4,3,43000,90.2,9.2,
AK,Glennallen CDP,77.4,0.4,7.7,0.6,1.4,(X),94.4,0,
AK,Goldstream CDP,89,0.6,3.4,0.7,2.5,88371,97.3,3.7,
AK,Golovin city,4.5,0,92.9,0,0.6,40000,90.4,39.4,
AK,Goodnews Bay city,4.5,0,94.7,0,0.4,30313,58.6,36.2,
AK,Grayling city,6.7,0,87.1,0,0,20417,70.4,42,
AK,Gulkana CDP,23.5,0,76.5,0,4.2,(X),91.2,7.8,
AK,Gustavus city,91.4,0,2.7,1.1,1.6,57639,95.6,8.1,
AK,Haines CDP,81.1,0.6,11.2,0.5,1.7,69735,95.4,5.1,
AK,Halibut Cove CDP,86.8,0,6.6,0,1.3,-,100,0,
AK,Happy Valley CDP,87.5,0.2,5.9,0.3,2,41625,91.4,15.5,
AK,Harding-Birch Lakes CDP,93.3,0.3,3.3,0,2.7,51042,94.5,4.2,
AK,Healy CDP,91.5,0.4,2.1,1.6,2.1,88462,93.6,6.8,
AK,Healy Lake CDP,15.4,0,84.6,0,0,-,-,-,
AK,Hobart Bay CDP,0,0,100,0,0,-,-,-,
AK,Hollis CDP,89.3,0,4.5,0.9,0.9,103571,89.5,4.8,
AK,Holy Cross city,4.5,0,91.6,0,0,36094,86.1,13.1,
AK,Homer city,89.3,0.4,4.1,1,2.1,55849,95.9,12.6,
